goal	rule	score
exhibits(D, D1)	exhibits(patient_olivia, back_pain)	1
exhibits(P, sadness)	exhibits(patient_dave, sadness)	1
patient(RF)	patient(patient_jack)	1
diagnosed_with(D, heart_disease)	diagnosed_with(patient_alice, heart_disease)	1
treats(Spec, D)	treats(fluticasone, copd)	1
exhibits(Organ, D)	exhibits(patient_grace, fatigue)	1
exhibits(S, D)	exhibits(patient_noah, confusion)	1
has_symptom(migraine, nausea)	has_symptom(migraine, nausea)	1
patient(SE)	patient(patient_mia)	1
may_have_disease(patient_grace, D2)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
treats(P, hypothyroidism)	treats(levothyroxine, hypothyroidism)	1
exhibits(P, headache)	exhibits(patient_alice, headache)	1
exhibits(Spec, D)	exhibits(patient_olivia, joint_pain)	1
symptom(D)	symptom(muscle_weakness)	1
has_risk_factor(D, poor_diet)	has_risk_factor(patient_kate, poor_diet)	1
diagnosed_with(RF, D)	diagnosed_with(patient_alice, hypertension)	1
treats(Spec, D)	treats(atorvastatin, heart_disease)	1
has_symptom(S, D)	has_symptom(covid19, shortness_of_breath)	1
may_have_disease(Doc, liver_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(D1, D)	has_symptom(anxiety, insomnia)	1
has_symptom(hypothyroidism, fatigue)	has_symptom(hypothyroidism, fatigue)	1
requires_specialist(hypertension, SE)	requires_specialist(hypertension, cardiology)	1
has_symptom(hypertension, dizziness)	has_symptom(hypertension, dizziness)	1
has_symptom(D, dizziness)	has_symptom(hypertension, dizziness)	1
has_risk_factor(patient_alice, D)	has_risk_factor(patient_alice, poor_diet)	1
has_symptom(D2, weight_gain)	has_symptom(hypothyroidism, weight_gain)	1
exhibits(P, D)	exhibits(patient_olivia, joint_pain)	1
treats(amoxicillin, D2)	treats(amoxicillin, pneumonia)	1
exhibits(S, D)	exhibits(patient_dave, insomnia)	1
has_risk_factor(D, D1)	has_risk_factor(patient_bob, smoking)	1
exhibits(Spec, D)	exhibits(patient_carol, chest_pain)	1
exhibits(Organ, D)	exhibits(patient_iris, fatigue)	1
has_symptom(Doc, D)	has_symptom(stroke, headache)	1
exhibits(D2, D)	exhibits(patient_noah, confusion)	1
exhibits(P, shortness_of_breath)	exhibits(patient_henry, shortness_of_breath)	1
exhibits(D1, D)	exhibits(patient_kate, fatigue)	1
exhibits(D1, D)	exhibits(patient_eve, cough)	1
exhibits(Doc, D)	exhibits(patient_grace, fatigue)	1
exhibits(D, abdominal_pain)	exhibits(patient_mia, abdominal_pain)	1
side_effect(D1, D)	side_effect(sertraline, nausea)	1
exhibits(S, D)	exhibits(patient_grace, swollen_joints)	1
diagnosed_with(Spec, anxiety)	diagnosed_with(patient_bob, anxiety)	1
patient(D2)	patient(patient_bob)	1
may_have_disease(patient_frank, D)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
treats(metformin, diabetes)	treats(metformin, diabetes)	1
side_effect(D, Doc)	side_effect(amoxicillin, nausea)	1
has_symptom(D, loss_of_appetite)	has_symptom(depression, loss_of_appetite)	1
diagnosed_with(patient_bob, anxiety)	diagnosed_with(patient_bob, anxiety)	1
risk_increases(D, stroke)	risk_increases(hypertension_history, stroke)	1
patient(Doc)	patient(patient_henry)	1
has_symptom(D, D1)	has_symptom(arthritis, joint_pain)	1
exhibits(P, swollen_joints)	exhibits(patient_grace, swollen_joints)	1
treats(Drug, D)	treats(aspirin, heart_disease)	1
causes(D1, D)	causes(hypertension, heart_disease)	1
requires_specialist(D2, D)	requires_specialist(covid19, pulmonology)	1
exhibits(patient_frank, fatigue)	exhibits(patient_frank, fatigue)	1
has_symptom(SE, D)	has_symptom(diabetes, frequent_urination)	1
exhibits(P, D)	exhibits(patient_carol, chest_pain)	1
has_symptom(D1, D)	has_symptom(hypothyroidism, muscle_weakness)	1
has_specialty(P, gastroenterology)	has_specialty(dr_martinez, gastroenterology)	1
exhibits(Doc, fatigue)	exhibits(patient_liam, fatigue)	1
exhibits(D2, D)	exhibits(patient_eve, fatigue)	1
has_symptom(D2, dizziness)	has_symptom(hypertension, dizziness)	1
chronic(D)	chronic(kidney_disease)	1
affects(D, D1)	affects(anemia, heart)	1
has_symptom(SE, D)	has_symptom(influenza, fever)	1
has_risk_factor(D, D1)	has_risk_factor(patient_frank, poor_diet)	1
treats(Spec, D)	treats(oseltamivir, influenza)	1
needs_specialist(D1, D)	needs_specialist(P, Spec) :- may_have_disease(P, D), requires_specialist(D, Spec)	1
treats(Drug, D)	treats(lisinopril, hypertension)	1
exhibits(Drug, dizziness)	exhibits(patient_carol, dizziness)	1
exhibits(RF, D)	exhibits(patient_olivia, joint_pain)	1
has_specialty(D1, D)	has_specialty(dr_jones, pulmonology)	1
exhibits(Doc, D)	exhibits(patient_iris, fatigue)	1
requires_specialist(D, endocrinology)	requires_specialist(hypothyroidism, endocrinology)	1
requires_specialist(D, RF)	requires_specialist(pneumonia, pulmonology)	1
exhibits(D2, D)	exhibits(patient_grace, swollen_joints)	1
has_symptom(D, fatigue)	has_symptom(cancer, fatigue)	1
has_risk_factor(D, aging)	has_risk_factor(patient_olivia, aging)	1
has_symptom(D1, D)	has_symptom(alzheimers, confusion)	1
causes(D1, D)	causes(heart_disease, stroke)	1
needs_specialist(D, pulmonology)	needs_specialist(P, Spec) :- may_have_disease(P, D), requires_specialist(D, Spec)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_carol, stress)	1
exhibits(SE, headache)	exhibits(patient_jack, headache)	1
risk_factor(D)	risk_factor(family_history)	1
symptom(D)	symptom(headache)	1
causes(hypertension, kidney_disease)	causes(hypertension, kidney_disease)	1
has_risk_factor(D, D1)	has_risk_factor(patient_bob, stress)	1
exhibits(Drug, joint_pain)	exhibits(patient_olivia, joint_pain)	1
exhibits(Doc, D)	exhibits(patient_carol, shortness_of_breath)	1
has_symptom(RF, fatigue)	has_symptom(kidney_disease, fatigue)	1
exhibits(SE, D)	exhibits(patient_liam, swollen_joints)	1
has_symptom(D2, swollen_joints)	has_symptom(arthritis, swollen_joints)	1
has_symptom(Spec, confusion)	has_symptom(alzheimers, confusion)	1
risk_increases(D, heart_disease)	risk_increases(diabetes_history, heart_disease)	1
exhibits(RF, D)	exhibits(patient_carol, chest_pain)	1
exhibits(P, D)	exhibits(patient_olivia, back_pain)	1
may_have_disease(D, heart_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(RF, cough)	has_symptom(influenza, cough)	1
may_have_disease(D1, hypothyroidism)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(D, cardiology)	requires_specialist(hypertension, cardiology)	1
treats(Spec, stroke)	treats(warfarin, stroke)	1
has_symptom(Spec, fatigue)	has_symptom(anemia, fatigue)	1
may_have_disease(D1, depression)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(asthma, D)	has_symptom(asthma, shortness_of_breath)	1
exhibits(Spec, D)	exhibits(patient_henry, fatigue)	1
may_have_disease(D1, anemia)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(osteoporosis, RF)	requires_specialist(osteoporosis, rheumatology)	1
has_symptom(alzheimers, memory_loss)	has_symptom(alzheimers, memory_loss)	1
patient(D2)	patient(patient_grace)	1
risk_increases(alcohol_abuse, D1)	risk_increases(alcohol_abuse, cancer)	1
symptom(D)	symptom(pale_skin)	1
has_risk_factor(patient_carol, D)	has_risk_factor(patient_carol, obesity)	1
exhibits(D1, D)	exhibits(patient_eve, fever)	1
has_symptom(D2, headache)	has_symptom(stroke, headache)	1
side_effect(D, Doc)	side_effect(lisinopril, fatigue)	1
exhibits(Organ, D)	exhibits(patient_kate, fatigue)	1
exhibits(Organ, D)	exhibits(patient_eve, cough)	1
treats(omeprazole, D)	treats(omeprazole, liver_disease)	1
side_effect(D, D2)	side_effect(omeprazole, nausea)	1
risk_increases(family_history, D1)	risk_increases(family_history, diabetes)	1
requires_specialist(influenza, D)	requires_specialist(influenza, infectious_disease)	1
treats(D, stroke)	treats(aspirin, stroke)	1
has_risk_factor(D, family_history)	has_risk_factor(patient_alice, family_history)	1
exhibits(RF, D)	exhibits(patient_olivia, back_pain)	1
possible_drug_need(Doc, albuterol)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
diagnosed_with(RF, D)	diagnosed_with(patient_henry, copd)	1
requires_specialist(D2, nephrology)	requires_specialist(kidney_disease, nephrology)	1
has_symptom(D2, D)	has_symptom(pneumonia, cough)	1
has_symptom(D2, swollen_joints)	has_symptom(kidney_disease, swollen_joints)	1
risk_increases(D1, D)	risk_increases(aging, osteoporosis)	1
causes(copd, heart_disease)	causes(copd, heart_disease)	1
may_have_disease(patient_frank, anemia)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
side_effect(D, D2)	side_effect(amlodipine, dizziness)	1
side_effect(D, D2)	side_effect(aspirin, nausea)	1
treats(Drug, copd)	treats(albuterol, copd)	1
has_symptom(D2, fatigue)	has_symptom(hypothyroidism, fatigue)	1
exhibits(P, D)	exhibits(patient_noah, memory_loss)	1
treats(Spec, heart_disease)	treats(amlodipine, heart_disease)	1
exhibits(D1, D)	exhibits(patient_grace, joint_pain)	1
exhibits(D, D1)	exhibits(patient_bob, shortness_of_breath)	1
exhibits(S, D)	exhibits(patient_jack, headache)	1
side_effect(D1, D)	side_effect(sertraline, insomnia)	1
may_have_disease(Doc, hypothyroidism)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(Organ, loss_of_appetite)	exhibits(patient_dave, loss_of_appetite)	1
has_symptom(stroke, D)	has_symptom(stroke, dizziness)	1
exhibits(patient_jack, nausea)	exhibits(patient_jack, nausea)	1
possible_drug_need(RF, ibuprofen)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
exhibits(Doc, D)	exhibits(patient_kate, fatigue)	1
may_have_disease(patient_frank, arthritis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(D, D1)	has_symptom(heart_disease, fatigue)	1
exhibits(Doc, D)	exhibits(patient_eve, cough)	1
exhibits(Drug, fatigue)	exhibits(patient_alice, fatigue)	1
exhibits(SE, insomnia)	exhibits(patient_dave, insomnia)	1
exhibits(patient_frank, D)	exhibits(patient_frank, fatigue)	1
may_have_disease(patient_henry, D)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(D, cough)	exhibits(patient_bob, cough)	1
exhibits(Organ, fatigue)	exhibits(patient_liam, fatigue)	1
has_symptom(D1, D)	has_symptom(anxiety, dizziness)	1
has_specialty(D1, D)	has_specialty(dr_chen, neurology)	1
treats(P, arthritis)	treats(ibuprofen, arthritis)	1
exhibits(RF, D)	exhibits(patient_henry, fatigue)	1
requires_specialist(D, D1)	requires_specialist(cancer, oncology)	1
possible_drug_need(P, amlodipine)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
may_have_disease(D1, copd)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(anemia, Organ)	requires_specialist(anemia, gastroenterology)	1
treats(D2, asthma)	treats(albuterol, asthma)	1
side_effect(metformin, Drug)	side_effect(metformin, loss_of_appetite)	1
requires_specialist(hypertension, D)	requires_specialist(hypertension, cardiology)	1
risk_increases(obesity, D1)	risk_increases(obesity, heart_disease)	1
risk_increases(D1, D)	risk_increases(smoking, cancer)	1
treats(D2, pneumonia)	treats(amoxicillin, pneumonia)	1
exhibits(SE, D)	exhibits(patient_alice, excessive_thirst)	1
possible_drug_need(P, fluticasone)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
risk_increases(sedentary_lifestyle, diabetes)	risk_increases(sedentary_lifestyle, diabetes)	1
side_effect(D, Organ)	side_effect(amlodipine, dizziness)	1
may_have_disease(D, cancer)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
side_effect(D, Organ)	side_effect(aspirin, nausea)	1
exhibits(Doc, D)	exhibits(patient_noah, confusion)	1
exhibits(Organ, excessive_thirst)	exhibits(patient_alice, excessive_thirst)	1
exhibits(Spec, D)	exhibits(patient_kate, pale_skin)	1
patient(D1)	patient(patient_frank)	1
treats(D1, anxiety)	treats(sertraline, anxiety)	1
possible_drug_need(Doc, oseltamivir)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
treats(amlodipine, hypertension)	treats(amlodipine, hypertension)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_carol, smoking)	1
has_symptom(pneumonia, D)	has_symptom(pneumonia, shortness_of_breath)	1
patient(SE)	patient(patient_iris)	1
side_effect(D, insomnia)	side_effect(sertraline, insomnia)	1
has_specialty(S, psychiatry)	has_specialty(dr_brown, psychiatry)	1
requires_specialist(D1, D)	requires_specialist(heart_disease, cardiology)	1
treats(D1, D)	treats(ibuprofen, migraine)	1
drug_for_symptom(D, D1)	drug_for_symptom(Drug, S) :- treats(Drug, D), has_symptom(D, S)	1
diagnosed_with(patient_liam, kidney_disease)	diagnosed_with(patient_liam, kidney_disease)	1
treats(RF, D)	treats(prednisone, arthritis)	1
exhibits(Drug, fatigue)	exhibits(patient_frank, fatigue)	1
patient(D)	patient(patient_alice)	1
risk_increases(aging, D1)	risk_increases(aging, osteoporosis)	1
treats(D, copd)	treats(albuterol, copd)	1
exhibits(SE, swollen_joints)	exhibits(patient_liam, swollen_joints)	1
exhibits(D1, insomnia)	exhibits(patient_dave, insomnia)	1
risk_increases(smoking, D1)	risk_increases(smoking, heart_disease)	1
affects(D1, D)	affects(kidney_disease, kidneys)	1
has_symptom(Spec, weight_gain)	has_symptom(hypothyroidism, weight_gain)	1
exhibits(SE, D)	exhibits(patient_eve, fever)	1
risk_increases(smoking, cancer)	risk_increases(smoking, cancer)	1
exhibits(D2, D)	exhibits(patient_henry, shortness_of_breath)	1
exhibits(Organ, nausea)	exhibits(patient_jack, nausea)	1
exhibits(D1, D)	exhibits(patient_jack, headache)	1
treats(Organ, arthritis)	treats(ibuprofen, arthritis)	1
exhibits(SE, D)	exhibits(patient_dave, sadness)	1
patient(P)	patient(patient_carol)	1
treats(P, depression)	treats(sertraline, depression)	1
risk_factor(D)	risk_factor(sedentary_lifestyle)	1
treats(Spec, hypothyroidism)	treats(levothyroxine, hypothyroidism)	1
requires_specialist(cancer, SE)	requires_specialist(cancer, oncology)	1
has_specialty(SE, D)	has_specialty(dr_garcia, infectious_disease)	1
has_symptom(asthma, chest_pain)	has_symptom(asthma, chest_pain)	1
requires_specialist(D1, D)	requires_specialist(pneumonia, pulmonology)	1
side_effect(levothyroxine, Drug)	side_effect(levothyroxine, sweating)	1
chronic(D)	chronic(diabetes)	1
exhibits(D1, fatigue)	exhibits(patient_liam, fatigue)	1
needs_specialist(D, psychiatry)	needs_specialist(P, Spec) :- may_have_disease(P, D), requires_specialist(D, Spec)	1
exhibits(D, D1)	exhibits(patient_jack, nausea)	1
exhibits(D1, D)	exhibits(patient_liam, fatigue)	1
has_symptom(D, D1)	has_symptom(influenza, muscle_weakness)	1
at_risk_for(patient_carol, depression)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
exhibits(patient_bob, D)	exhibits(patient_bob, cough)	1
has_symptom(hypertension, headache)	has_symptom(hypertension, headache)	1
exhibits(P, cough)	exhibits(patient_eve, cough)	1
has_risk_factor(patient_carol, smoking)	has_risk_factor(patient_carol, smoking)	1
has_symptom(copd, cough)	has_symptom(copd, cough)	1
risk_increases(poor_diet, D)	risk_increases(poor_diet, heart_disease)	1
exhibits(RF, cough)	exhibits(patient_bob, cough)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_bob, smoking)	1
requires_specialist(D, rheumatology)	requires_specialist(osteoporosis, rheumatology)	1
exhibits(Spec, D)	exhibits(patient_olivia, back_pain)	1
diagnosed_with(patient_dave, anxiety)	diagnosed_with(patient_dave, anxiety)	1
exhibits(D, D1)	exhibits(patient_alice, headache)	1
exhibits(SE, D)	exhibits(patient_iris, weight_gain)	1
has_symptom(osteoporosis, joint_pain)	has_symptom(osteoporosis, joint_pain)	1
may_have_disease(RF, arthritis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(copd, SE)	requires_specialist(copd, pulmonology)	1
exhibits(patient_iris, D)	exhibits(patient_iris, muscle_weakness)	1
side_effect(D1, D)	side_effect(lisinopril, dizziness)	1
exhibits(D2, D)	exhibits(patient_frank, muscle_weakness)	1
side_effect(prednisone, Drug)	side_effect(prednisone, weight_gain)	1
has_symptom(D, D1)	has_symptom(migraine, dizziness)	1
exhibits(Organ, dizziness)	exhibits(patient_kate, dizziness)	1
exhibits(S, D)	exhibits(patient_olivia, joint_pain)	1
may_have_disease(SE, arthritis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
symptom(D)	symptom(back_pain)	1
treats(Organ, covid19)	treats(oseltamivir, covid19)	1
exhibits(RF, D)	exhibits(patient_kate, pale_skin)	1
has_symptom(D, sadness)	has_symptom(depression, sadness)	1
has_symptom(D, fever)	has_symptom(influenza, fever)	1
side_effect(D, D2)	side_effect(oseltamivir, nausea)	1
has_symptom(SE, D)	has_symptom(liver_disease, fatigue)	1
has_symptom(D, D1)	has_symptom(hypothyroidism, muscle_weakness)	1
has_symptom(D1, fatigue)	has_symptom(influenza, fatigue)	1
exhibits(patient_eve, cough)	exhibits(patient_eve, cough)	1
may_have_disease(patient_grace, influenza)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(S, D)	exhibits(patient_grace, joint_pain)	1
requires_specialist(D, RF)	requires_specialist(alzheimers, neurology)	1
risk_increases(poor_diet, diabetes)	risk_increases(poor_diet, diabetes)	1
side_effect(D, Organ)	side_effect(metformin, loss_of_appetite)	1
diagnosed_with(D, hypertension)	diagnosed_with(patient_carol, hypertension)	1
has_symptom(Doc, D)	has_symptom(influenza, cough)	1
risk_factor(D)	risk_factor(poor_diet)	1
has_symptom(Doc, D)	has_symptom(stroke, muscle_weakness)	1
affects(osteoporosis, D)	affects(osteoporosis, bones)	1
exhibits(S, D)	exhibits(patient_carol, chest_pain)	1
symptom(D)	symptom(weight_loss)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_frank, poor_diet)	1
side_effect(D, D2)	side_effect(ibuprofen, nausea)	1
requires_specialist(pneumonia, Organ)	requires_specialist(pneumonia, pulmonology)	1
has_symptom(Spec, frequent_urination)	has_symptom(diabetes, frequent_urination)	1
exhibits(RF, fatigue)	exhibits(patient_grace, fatigue)	1
treats(albuterol, asthma)	treats(albuterol, asthma)	1
exhibits(Organ, pale_skin)	exhibits(patient_kate, pale_skin)	1
